date,year,pred,actual
2014-01-02,2014,0.025092987426651885,-1.163884289652084
2014-01-03,2014,-0.3895240219398371,0.11080507433416376
2014-01-06,2014,-0.20007171368224225,0.1725880322493767
2014-01-07,2014,-0.16654549619506556,0.20029839173902886
2014-01-08,2014,-0.13641196921459517,0.11909757001220544
2014-01-09,2014,-0.011779207449128082,0.3929683793166605
2014-01-10,2014,0.12077528301208637,0.8582131111983804
2014-01-13,2014,-0.15500645841567598,0.5359435922579481
2014-01-14,2014,-0.35398689571149583,0.559887882042176
2014-01-15,2014,-0.26413197084338724,0.22098098819536283
2014-01-16,2014,-0.10430373411935205,-0.1417771022432457
2014-01-17,2014,-0.07619734381600947,0.34085621219170914
2014-01-20,2014,-0.12029784374946892,-0.306905014869685
2014-01-21,2014,-0.1015785802896598,-0.018488587076592733
2014-01-22,2014,-0.05149545025080697,-1.8866590147589068
2014-01-23,2014,0.06776002044612468,-3.8466102779490696
2014-01-24,2014,-0.08920993490141066,-3.34135428938942
2014-01-27,2014,0.02709327634256369,-0.8888552768248847
2014-02-05,2014,-0.08660874915314329,1.5423837918417282
2014-02-06,2014,-0.08066177918503983,1.4384533287771228
2014-02-07,2014,-0.015886324780124,1.4726939975081565
2014-02-10,2014,-0.317939721098373,0.9026507545921936
2014-02-11,2014,-0.353086902129747,0.9859368772655808
2014-02-12,2014,-0.49567588010853747,0.10198722339782584
2014-02-13,2014,-0.3063821732881185,1.045502320582914
2014-02-14,2014,-0.24886470525184828,0.743861643848498
2014-02-17,2014,-0.17931772393330886,0.05951018539713804
2014-02-18,2014,-0.2731836063387396,0.5332956220204688
2014-02-19,2014,-0.2849763629311105,-0.19120882452042798
2014-02-20,2014,-0.2621540926510942,0.5982671368342407
2014-02-21,2014,-0.18876941934605065,-0.01162539264764062
2014-02-24,2014,-0.1802978735803728,0.9224809914246679
2014-02-25,2014,0.004825952216227293,0.30738302303505716
2014-02-26,2014,-0.09436237730019356,-0.5385507960831815
2014-02-27,2014,-0.1958886189166889,-0.07697133425467184
2014-03-03,2014,-0.08613638860897005,1.2998170188724067
2014-03-04,2014,-0.3115125746157189,1.863571857750368
2014-03-05,2014,-0.07732688504624781,0.37426458919509464
2014-03-06,2014,-0.0055238187197448625,-0.13151567802300868
2014-03-07,2014,0.10590300396067143,-0.33543876721948696
2014-03-10,2014,-0.0408678740711448,0.9526568219691667
2014-03-11,2014,-0.08199102779907576,-0.1689202776727683
2014-03-12,2014,-0.15000395271981118,0.17697729232803994
2014-03-13,2014,-0.025906012107018234,-0.18118862021151427
2014-03-14,2014,-0.19773807905760504,0.021064432992656812
2014-03-17,2014,-0.14279198343043986,-1.1812507902208114
2014-03-18,2014,-0.28287105338446616,-1.7724583540427497
2014-03-19,2014,-0.10893733131327965,-0.9676090343933907
2014-03-20,2014,0.18801711401535848,1.0697507249343596
2014-03-21,2014,0.3317638100518099,1.866583033797875
2014-03-24,2014,0.42191448737518006,2.024198815159828
2014-03-25,2014,0.1894593536188804,0.9821274440979133
2014-03-26,2014,0.21987814166484063,1.281979382576015
2014-03-27,2014,-0.14770257191759328,1.0658836366701285
2014-03-28,2014,0.03475288709445157,1.4907734106470505
2014-03-31,2014,-0.03822276011049125,0.4436519129239924
2014-04-01,2014,-0.3448592914900225,0.03707815150202354
2014-04-02,2014,-0.1739776988586987,-0.1931401557473289
2014-04-03,2014,-0.17807219432630234,0.47285605960032395
2014-04-07,2014,-0.2696796300278976,0.8073056315369698
2014-04-08,2014,-0.1681107559326837,0.22276601130706286
2014-04-09,2014,-0.1657941085153165,-0.8190966534050936
2014-04-10,2014,-0.19714400921475353,-0.3508007286463166
2014-04-11,2014,-0.2502590979389765,0.17703088779250642
2014-04-14,2014,-0.12445033151707072,0.9792919382844989
2014-04-15,2014,0.07521308492436873,0.5601841934973928
2014-04-16,2014,0.28868021522332227,0.30670721731278494
2014-04-17,2014,0.193826458929176,0.3415636571796554
2014-04-18,2014,0.033275163683079936,-0.10862461607777929
2014-04-21,2014,-0.03508902379903602,-0.06412555202157666
2014-04-22,2014,0.01142440190678558,-2.2350582915770856
2014-04-23,2014,0.25825154562687086,-1.6435337147144402
2014-04-24,2014,0.32383227006759857,-0.8198581401718252
2014-04-25,2014,0.6083982347155155,0.19739871348920524
2014-04-28,2014,0.4112129701149569,0.6539375302932804
2014-04-29,2014,0.37052987094031986,-0.01893574358298178
2014-04-30,2014,0.29786539592669226,1.3757700672472284
2014-05-02,2014,-0.4245352834484029,0.2920837411980237
2014-05-05,2014,-0.5215005982811598,0.6817031417868158
2014-05-06,2014,-0.5647986597012873,-0.2547016008051628
2014-05-07,2014,-0.6800012072278728,-0.951398930870917
2014-05-08,2014,-0.6749690666943342,-1.2648221343873445
2014-05-09,2014,-0.5145714349312599,-0.16344776926979776
2014-05-12,2014,-0.35868067963658384,0.8178361852777982
2014-05-13,2014,-0.18616064297047644,0.799619865864365
2014-05-14,2014,-0.2966632899745082,0.2787555379283324
2014-05-15,2014,-0.21843937005725475,0.08039952030540753
2014-05-16,2014,-0.41278492832833197,-0.2928519595655099
2014-05-19,2014,-0.48817181731677295,0.7834919493477477
2014-05-20,2014,-0.39781717270053174,1.3550050124946589
2014-05-21,2014,-0.6645069748966946,1.9599612746856954
2014-05-22,2014,-0.3175671616488914,0.9550003734825285
2014-05-23,2014,0.06265258854186738,1.2598493376049902
2014-05-26,2014,0.0035304297989774192,0.8065408604577939
2014-05-27,2014,0.03957691609651473,0.22771219916755125
2014-05-28,2014,0.029782925251806668,0.0191849993038673
2014-05-29,2014,-0.06373735235175779,0.12032056208144404
2014-05-30,2014,0.015490304616097511,0.7140881740784089
2014-06-03,2014,0.11518134077958708,0.12056829316948736
2014-06-04,2014,0.02640096992149179,0.46908100474125636
2014-06-05,2014,-0.022865102091046512,0.8932556735137043
2014-06-06,2014,0.16264942201962507,1.0437398598275083
2014-06-09,2014,0.05708754443631945,0.4573959317845988
2014-06-10,2014,-0.01754794469478284,-0.2817063292841371
2014-06-11,2014,-0.0691017301495376,-0.29112223450127317
2014-06-12,2014,0.0020943389086626766,0.390563465205096
2014-06-13,2014,-0.22292223204717843,0.9083999264928977
2014-06-16,2014,-0.1409102448332985,1.2374319917678234
2014-06-17,2014,-0.03869271665962043,0.35917581109452534
2014-06-18,2014,-0.040753956885065404,-0.555823158148816
2014-06-19,2014,-0.1657992511151388,-0.7578774280037726
2014-06-20,2014,0.1658623731339161,-0.3410687539830093
2014-06-23,2014,0.2977521369210586,1.003321287120662
2014-06-24,2014,0.3726552286684396,0.6557288399558603
2014-06-25,2014,0.11310757256359369,1.6328434045720819
2014-06-26,2014,0.11481788188178854,1.297937761642065
2014-06-27,2014,-0.012948635249117876,1.9139707075341406
2014-06-30,2014,-0.12018254830331583,1.417640877796078
2014-07-01,2014,-0.3331998379985791,0.721569341828765
2014-07-02,2014,-0.44506959773893306,0.3715355678885368
2014-07-03,2014,-0.22646096623625045,0.049862327489469394
2014-07-04,2014,-0.2865107897561673,-0.21103989989537109
2014-07-07,2014,-0.1452858338331396,0.4718388269153939
2014-07-08,2014,-0.06662509329834262,-0.3686924114833845
2014-07-09,2014,-0.23254204302936285,0.3194948777552664
2014-07-10,2014,-0.2521986170895964,0.042341340202733946
2014-07-11,2014,-0.22227663828645222,-0.11699860149286812
2014-07-14,2014,-0.3713107888885718,-1.177063747991125
2014-07-15,2014,-0.46817386121727766,-1.7577282042225306
2014-07-16,2014,-0.31164469879625945,-0.4613731756201833
2014-07-17,2014,-0.09548494948940586,0.9685127080091505
2014-07-18,2014,-0.2123138224020225,1.3463504297960949
2014-07-21,2014,-0.20774872637454395,-0.017794781680258165
2014-07-22,2014,-0.407317966782227,-0.833529837799607
2014-07-24,2014,-0.4169145084332718,-1.4238722692321626
2014-07-25,2014,-0.007615645755573731,0.08189175245172375
2014-07-28,2014,-0.3189946634151653,-1.1075159922634192
2014-07-29,2014,-0.004776772135133576,-1.334876510347227
2014-07-30,2014,-0.24539559856016355,-1.2366862777891896
2014-07-31,2014,0.16757379075539588,-1.8721855761954065
2014-08-01,2014,-0.1353020065974194,-1.3223964577818492
2014-08-04,2014,-0.4383676483206429,-2.1301817004798385
2014-08-05,2014,-0.20857666451075266,-0.6069065705184506
2014-08-06,2014,-0.3042882817205709,0.3164927269009077
2014-08-07,2014,-0.6674547002291359,0.3469332328745578
2014-08-08,2014,-0.7146542919439616,1.5997208880514702
2014-08-11,2014,-0.7172875403837619,0.6290261214816351
2014-08-12,2014,-0.6665330826733439,0.47680266110232683
2014-08-13,2014,-0.6738115222609112,-0.9749428845960084
2014-08-14,2014,-0.7040586501695362,0.1426774611862136
2014-08-15,2014,-0.6457535267719997,0.8823903176018666
2014-08-18,2014,-0.13339529171542908,1.2259730826325699
2014-08-19,2014,-0.009011424741926032,1.474721380214583
2014-08-20,2014,-0.01806072148779716,1.1043222204876413
2014-08-21,2014,0.20889874242832987,1.5192286494232432
2014-08-22,2014,0.28713860723784373,1.1246148761740349
2014-08-25,2014,0.25881024006391423,0.9344430932142878
