date,h,variant,sig,p
2013-01-04,1,base,-1,0.412
2013-01-07,1,base,-1,0.412
2013-01-08,1,base,1,0.611
2013-01-09,1,base,1,0.611
2013-01-10,1,base,1,0.611
2013-01-14,1,base,-1,0.412
2013-01-17,1,base,1,0.611
2013-01-18,1,base,1,0.611
2013-01-21,1,base,1,0.611
2013-01-24,1,base,-1,0.412
2013-01-25,1,base,1,0.587
2013-02-05,1,base,-1,0.412
2013-02-21,1,base,-1,0.412
2013-02-22,1,base,-1,0.412
2013-02-26,1,base,-1,0.412
2013-03-06,1,base,1,0.611
2013-03-07,1,base,1,0.611
2013-03-08,1,base,1,0.611
2013-03-18,1,base,1,0.611
2013-03-19,1,base,1,0.611
2013-04-08,1,base,-1,0.412
2013-04-15,1,base,-1,0.412
2013-04-16,1,base,-1,0.412
2013-04-18,1,base,-1,0.412
2013-04-23,1,base,-1,0.412
2013-04-25,1,base,-1,0.412
2013-04-26,1,base,1,0.611
2013-04-29,1,base,1,0.611
2013-05-07,1,base,1,0.611
2013-05-08,1,base,1,0.611
2013-05-09,1,base,1,0.611
2013-05-10,1,base,1,0.611
2013-05-13,1,base,1,0.611
2013-05-14,1,base,1,0.611
2013-05-15,1,base,1,0.611
2013-05-16,1,base,1,0.611
2013-05-17,1,base,1,0.611
2013-05-20,1,base,1,0.611
2013-05-22,1,base,1,0.611
2013-05-23,1,base,1,0.611
2013-05-24,1,base,1,0.611
2013-05-27,1,base,1,0.611
2013-05-28,1,base,1,0.611
2013-05-30,1,base,-1,0.412
2013-06-03,1,base,-1,0.412
2013-06-06,1,base,1,0.611
2013-06-07,1,base,1,0.611
2013-06-10,1,base,1,0.611
2013-06-13,1,base,-1,0.412
2013-06-20,1,base,-1,0.412
2013-06-21,1,base,-1,0.412
2013-06-25,1,base,-1,0.412
2013-07-01,1,base,-1,0.412
2013-07-03,1,base,-1,0.412
2013-07-08,1,base,-1,0.412
2013-07-15,1,base,-1,0.412
2013-07-16,1,base,-1,0.412
2013-07-17,1,base,-1,0.412
2013-07-18,1,base,-1,0.412
2013-07-19,1,base,-1,0.412
2013-07-25,1,base,-1,0.412
2013-08-06,1,base,-1,0.412
2013-08-07,1,base,-1,0.412
2013-08-08,1,base,-1,0.412
2013-08-14,1,base,-1,0.412
2013-08-15,1,base,-1,0.412
2013-08-16,1,base,-1,0.412
2013-08-22,1,base,-1,0.412
2013-08-27,1,base,-1,0.412
2013-08-28,1,base,-1,0.412
2013-09-02,1,base,-1,0.412
2013-09-04,1,base,-1,0.412
2013-09-06,1,base,1,0.611
2013-09-09,1,base,1,0.611
2013-09-11,1,base,1,0.611
2013-09-12,1,base,-1,0.412
2013-09-13,1,base,-1,0.412
2013-09-17,1,base,-1,0.412
2013-09-25,1,base,-1,0.412
2013-09-30,1,base,-1,0.412
2013-10-02,1,base,1,0.611
2013-10-04,1,base,-1,0.412
2013-10-07,1,base,-1,0.412
2013-10-09,1,base,-1,0.412
2013-10-14,1,base,1,0.611
2013-10-15,1,base,1,0.611
2013-10-16,1,base,1,0.611
2013-10-17,1,base,1,0.611
2013-10-18,1,base,1,0.611
2013-10-21,1,base,1,0.611
2013-10-22,1,base,1,0.611
2013-10-24,1,base,-1,0.412
2013-10-25,1,base,-1,0.412
2013-10-29,1,base,-1,0.412
2013-10-31,1,base,-1,0.412
2013-11-04,1,base,-1,0.412
2013-11-06,1,base,1,0.611
2013-11-07,1,base,1,0.611
2013-11-08,1,base,1,0.611
2013-11-11,1,base,1,0.611
2013-11-12,1,base,1,0.611
2013-11-13,1,base,1,0.611
2013-11-20,1,base,-1,0.412
2013-11-21,1,base,-1,0.412
2013-12-03,1,base,-1,0.412
2013-12-04,1,base,-1,0.412
2013-12-05,1,base,1,0.611
2013-12-06,1,base,1,0.611
2013-12-09,1,base,1,0.611
2013-12-10,1,base,1,0.611
2013-12-11,1,base,1,0.611
2013-12-12,1,base,-1,0.412
2013-12-16,1,base,-1,0.412
2013-12-20,1,base,-1,0.412
2014-01-02,1,base,-1,0.423
2014-01-03,1,base,1,0.648
2014-01-06,1,base,1,0.648
2014-01-07,1,base,1,0.648
2014-01-08,1,base,1,0.648
2014-01-09,1,base,1,0.648
2014-01-10,1,base,1,0.648
2014-01-13,1,base,1,0.648
2014-01-14,1,base,1,0.648
2014-01-15,1,base,1,0.648
2014-01-21,1,base,1,0.648
2014-01-23,1,base,-1,0.453
2014-01-27,1,base,-1,0.453
2014-02-25,1,base,-1,0.423
2014-02-26,1,base,-1,0.423
2014-02-27,1,base,-1,0.423
2014-03-03,1,base,-1,0.423
2014-03-04,1,base,-1,0.423
2014-03-05,1,base,-1,0.423
2014-03-06,1,base,-1,0.423
2014-03-07,1,base,1,0.648
2014-03-10,1,base,1,0.648
2014-03-11,1,base,1,0.648
2014-03-12,1,base,-1,0.453
2014-03-13,1,base,-1,0.423
2014-03-14,1,base,-1,0.453
2014-03-20,1,base,-1,0.453
2014-03-31,1,base,-1,0.423
2014-04-01,1,base,-1,0.423
2014-04-02,1,base,-1,0.423
2014-04-03,1,base,-1,0.423
2014-04-07,1,base,-1,0.423
2014-04-08,1,base,-1,0.423
2014-04-09,1,base,-1,0.423
2014-04-10,1,base,-1,0.423
2014-04-11,1,base,-1,0.423
2014-04-14,1,base,-1,0.423
2014-04-15,1,base,-1,0.423
2014-04-16,1,base,-1,0.423
2014-04-17,1,base,-1,0.423
2014-04-25,1,base,-1,0.453
2014-05-07,1,base,-1,0.453
2014-05-28,1,base,-1,0.423
2014-05-29,1,base,-1,0.423
2014-05-30,1,base,1,0.648
2014-06-03,1,base,1,0.648
2014-06-04,1,base,1,0.648
2014-06-05,1,base,1,0.648
2014-06-06,1,base,1,0.648
2014-06-09,1,base,1,0.648
2014-06-10,1,base,1,0.648
2014-06-11,1,base,1,0.648
2014-06-12,1,base,-1,0.423
2014-06-13,1,base,-1,0.423
2014-06-16,1,base,-1,0.423
2014-06-17,1,base,-1,0.423
2014-06-18,1,base,-1,0.423
2014-06-19,1,base,-1,0.423
2014-06-20,1,base,-1,0.423
2014-07-01,1,base,-1,0.423
2014-07-02,1,base,-1,0.423
2014-07-03,1,base,-1,0.423
2014-07-04,1,base,1,0.648
2014-07-07,1,base,1,0.648
2014-07-08,1,base,1,0.648
2014-07-09,1,base,-1,0.423
2014-07-10,1,base,-1,0.423
2014-07-11,1,base,-1,0.423
2014-07-14,1,base,-1,0.423
2014-07-15,1,base,-1,0.423
2014-08-08,1,base,-1,0.453
2014-08-21,1,base,-1,0.453
2014-08-26,1,base,-1,0.423
2014-08-27,1,base,-1,0.423
2014-08-28,1,base,-1,0.423
2014-08-29,1,base,-1,0.423
2014-09-01,1,base,-1,0.423
2014-09-02,1,base,-1,0.423
2014-09-03,1,base,-1,0.423
2014-09-04,1,base,-1,0.423
2014-09-11,1,base,-1,0.453
2014-09-18,1,base,-1,0.453
2014-09-22,1,base,-1,0.453
2014-10-01,1,base,-1,0.453
2014-10-02,1,base,-1,0.453
2014-10-03,1,base,-1,0.453
2014-10-13,1,base,-1,0.453
2014-10-17,1,base,1,0.648
2014-10-21,1,base,-1,0.453
2014-10-31,1,base,-1,0.423
2014-11-03,1,base,-1,0.423
2014-11-04,1,base,-1,0.423
2014-11-05,1,base,-1,0.423
2014-11-13,1,base,-1,0.423
2014-11-14,1,base,-1,0.423
2014-11-17,1,base,-1,0.423
2014-11-19,1,base,-1,0.423
2014-11-20,1,base,-1,0.423
2014-11-21,1,base,-1,0.423
2014-11-24,1,base,-1,0.423
2014-11-26,1,base,-1,0.423
2014-11-27,1,base,-1,0.423
2014-11-28,1,base,-1,0.423
2014-12-01,1,base,-1,0.423
2014-12-03,1,base,-1,0.423
2014-12-04,1,base,1,0.648
2014-12-05,1,base,1,0.648
2014-12-08,1,base,1,0.648
2014-12-09,1,base,1,0.648
2014-12-10,1,base,-1,0.453
2014-12-11,1,base,-1,0.453
2014-12-16,1,base,-1,0.453
2014-12-22,1,base,-1,0.423
2014-12-23,1,base,-1,0.423
2014-12-24,1,base,-1,0.423
2015-01-06,1,base,1,0.654
2015-01-12,1,base,1,0.654
2015-01-13,1,base,1,0.654
2015-01-16,1,base,-1,0.414
2015-01-19,1,base,1,0.654
2015-01-20,1,base,1,0.654
2015-01-21,1,base,-1,0.414
2015-02-02,1,base,1,0.654
2015-02-03,1,base,1,0.654
2015-02-09,1,base,1,0.654
2015-02-10,1,base,1,0.654
2015-02-12,1,base,-1,0.414
2015-02-13,1,base,-1,0.414
2015-03-02,1,base,1,0.654
2015-03-03,1,base,1,0.654
2015-03-09,1,base,1,0.654
2015-03-10,1,base,1,0.654
2015-03-16,1,base,1,0.654
2015-03-17,1,base,1,0.654
2015-03-18,1,base,-1,0.414
2015-03-24,1,base,1,0.654
2015-03-30,1,base,1,0.654
2015-03-31,1,base,1,0.654
2015-04-13,1,base,1,0.654
2015-04-14,1,base,1,0.654
2015-04-15,1,base,-1,0.414
2015-04-20,1,base,1,0.654
2015-04-21,1,base,1,0.654
2015-05-04,1,base,1,0.654
2015-05-05,1,base,1,0.654
2015-05-11,1,base,1,0.654
2015-05-12,1,base,1,0.654
2015-05-18,1,base,1,0.654
2015-05-19,1,base,-1,0.414
2015-05-20,1,base,-1,0.414
2015-05-21,1,base,-1,0.427
2015-05-26,1,base,1,0.654
2015-06-01,1,base,1,0.654
2015-06-02,1,base,1,0.654
2015-06-04,1,base,-1,0.427
2015-06-05,1,base,-1,0.427
2015-06-08,1,base,-1,0.427
2015-06-09,1,base,1,0.654
2015-06-10,1,base,-1,0.414
2015-06-11,1,base,-1,0.414
2015-06-12,1,base,-1,0.414
2015-06-15,1,base,-1,0.414
2015-06-16,1,base,1,0.654
2015-06-29,1,base,-1,0.427
2015-07-06,1,base,-1,0.427
2015-07-07,1,base,1,0.654
2015-07-08,1,base,-1,0.414
2015-07-09,1,base,-1,0.414
2015-07-13,1,base,-1,0.414
2015-07-14,1,base,-1,0.414
2015-07-15,1,base,-1,0.414
2015-07-22,1,base,-1,0.427
2015-07-23,1,base,-1,0.427
2015-07-27,1,base,-1,0.427
2015-08-03,1,base,-1,0.427
2015-08-07,1,base,-1,0.427
2015-08-10,1,base,-1,0.427
2015-08-17,1,base,1,0.654
2015-08-18,1,base,1,0.654
2015-08-19,1,base,-1,0.414
2015-08-21,1,base,-1,0.427
2015-08-24,1,base,-1,0.427
2015-08-26,1,base,-1,0.427
2015-09-01,1,base,-1,0.427
2015-09-02,1,base,-1,0.427
2015-09-11,1,base,-1,0.414
2015-09-14,1,base,-1,0.414
2015-09-15,1,base,-1,0.414
2015-09-16,1,base,-1,0.414
2015-09-18,1,base,-1,0.427
2015-09-21,1,base,-1,0.427
2015-09-23,1,base,-1,0.427
2015-09-30,1,base,-1,0.427
2015-10-27,1,base,-1,0.427
2015-10-28,1,base,-1,0.427
2015-11-03,1,base,1,0.654
2015-11-10,1,base,1,0.654
2015-11-11,1,base,-1,0.414
2015-11-16,1,base,1,0.654
2015-11-17,1,base,1,0.654
2015-11-23,1,base,1,0.654
2015-11-24,1,base,1,0.654
2015-11-30,1,base,-1,0.427
2015-12-01,1,base,1,0.654
2015-12-07,1,base,1,0.654
2015-12-10,1,base,-1,0.414
2015-12-11,1,base,-1,0.414
2015-12-14,1,base,1,0.654
2015-12-15,1,base,1,0.654
2015-12-18,1,base,-1,0.427
2015-12-21,1,base,1,0.654
2015-12-28,1,base,1,0.654
2015-12-29,1,base,1,0.654
2016-01-08,1,base,1,0.647
2016-01-11,1,base,1,0.647
2016-01-12,1,base,1,0.647
2016-01-13,1,base,1,0.647
2016-01-19,1,base,1,0.683
2016-01-22,1,base,1,0.683
2016-01-25,1,base,1,0.683
2016-01-27,1,base,1,0.683
2016-03-08,1,base,1,0.647
2016-03-18,1,base,1,0.647
2016-03-30,1,base,1,0.683
2016-04-13,1,base,1,0.683
2016-04-19,1,base,1,0.683
2016-04-21,1,base,1,0.683
2016-05-17,1,base,1,0.683
2016-06-29,1,base,1,0.683
2016-06-30,1,base,1,0.647
2016-07-07,1,base,1,0.683
2016-07-15,1,base,1,0.647
2016-07-18,1,base,1,0.647
2016-08-18,1,base,1,0.683
2016-09-05,1,base,1,0.683
2016-09-19,1,base,1,0.683
2016-10-14,1,base,1,0.683
2016-10-24,1,base,1,0.683
2016-11-01,1,base,1,0.683
2016-11-10,1,base,1,0.683
2016-11-11,1,base,1,0.647
2016-11-14,1,base,1,0.647
2016-11-15,1,base,1,0.647
2016-11-16,1,base,1,0.647
2016-11-17,1,base,1,0.647
2016-11-22,1,base,1,0.683
2016-12-30,1,base,1,0.683
2017-01-03,1,base,-1,0.456
2017-01-04,1,base,-1,0.456
2017-01-05,1,base,1,0.686
2017-01-06,1,base,-1,0.456
2017-01-09,1,base,-1,0.456
2017-01-11,1,base,1,0.704
2017-01-18,1,base,1,0.686
2017-01-23,1,base,1,0.704
2017-02-02,1,base,1,0.704
2017-02-03,1,base,1,0.704
2017-02-06,1,base,1,0.686
2017-02-09,1,base,1,0.704
2017-02-10,1,base,1,0.704
2017-02-13,1,base,1,0.704
2017-02-14,1,base,1,0.704
2017-02-15,1,base,1,0.686
2017-02-16,1,base,1,0.704
2017-02-18,1,base,-1,0.456
2017-02-20,1,base,-1,0.456
2017-02-21,1,base,-1,0.456
2017-02-22,1,base,1,0.686
2017-02-23,1,base,-1,0.456
2017-02-24,1,base,-1,0.456
2017-03-01,1,base,-1,0.456
2017-03-02,1,base,-1,0.456
2017-03-03,1,base,-1,0.456
2017-03-06,1,base,-1,0.456
2017-03-07,1,base,-1,0.456
2017-03-08,1,base,-1,0.456
2017-03-09,1,base,-1,0.456
2017-03-10,1,base,-1,0.456
2017-03-13,1,base,1,0.686
2017-03-14,1,base,-1,0.456
2017-03-15,1,base,-1,0.456
2017-03-16,1,base,1,0.686
2017-03-17,1,base,-1,0.456
2017-03-20,1,base,-1,0.456
2017-03-21,1,base,-1,0.456
2017-03-22,1,base,-1,0.456
2017-03-24,1,base,-1,0.456
2017-03-27,1,base,-1,0.456
2017-03-28,1,base,-1,0.456
2017-03-29,1,base,-1,0.456
2017-03-30,1,base,-1,0.456
2017-03-31,1,base,-1,0.456
2017-04-05,1,base,1,0.704
2017-04-06,1,base,-1,0.456
2017-04-11,1,base,-1,0.456
2017-04-12,1,base,1,0.686
2017-04-13,1,base,-1,0.456
2017-04-14,1,base,-1,0.456
2017-04-17,1,base,-1,0.456
2017-04-18,1,base,-1,0.456
2017-04-19,1,base,-1,0.456
2017-04-20,1,base,1,0.686
2017-04-21,1,base,-1,0.456
2017-04-24,1,base,-1,0.456
2017-04-25,1,base,1,0.686
2017-04-26,1,base,-1,0.456
2017-04-27,1,base,-1,0.456
2017-04-28,1,base,-1,0.456
2017-05-02,1,base,1,0.704
2017-05-03,1,base,-1,0.456
2017-05-04,1,base,-1,0.456
2017-05-05,1,base,-1,0.456
2017-05-08,1,base,-1,0.456
2017-05-09,1,base,1,0.686
2017-05-10,1,base,-1,0.456
2017-05-11,1,base,-1,0.456
2017-05-16,1,base,-1,0.456
2017-05-17,1,base,-1,0.456
2017-05-18,1,base,-1,0.456
2017-05-19,1,base,-1,0.456
2017-05-22,1,base,1,0.686
2017-05-23,1,base,-1,0.456
2017-05-24,1,base,-1,0.456
2017-05-25,1,base,-1,0.456
2017-05-26,1,base,-1,0.456
2017-05-31,1,base,-1,0.456
2017-06-01,1,base,-1,0.456
2017-06-02,1,base,1,0.704
2017-06-03,1,base,-1,0.456
2017-06-05,1,base,-1,0.456
2017-06-06,1,base,-1,0.456
2017-06-07,1,base,-1,0.456
2017-06-08,1,base,-1,0.456
2017-06-09,1,base,-1,0.456
2017-06-12,1,base,-1,0.456
2017-06-13,1,base,-1,0.456
2017-06-14,1,base,-1,0.456
2017-06-15,1,base,-1,0.456
2017-06-16,1,base,-1,0.456
2017-06-19,1,base,1,0.686
2017-06-20,1,base,-1,0.456
2017-06-21,1,base,-1,0.456
2017-06-22,1,base,-1,0.456
2017-06-23,1,base,-1,0.456
2017-07-03,1,base,-1,0.456
2017-07-04,1,base,-1,0.456
2017-07-05,1,base,-1,0.456
2017-07-06,1,base,-1,0.456
2017-07-07,1,base,-1,0.456
2017-07-10,1,base,-1,0.456
2017-07-11,1,base,1,0.686
2017-07-12,1,base,-1,0.456
2017-07-13,1,base,1,0.686
2017-07-14,1,base,-1,0.456
2017-07-17,1,base,-1,0.456
2017-07-18,1,base,-1,0.456
2017-07-19,1,base,-1,0.456
2017-07-20,1,base,-1,0.456
2017-07-21,1,base,-1,0.456
2017-07-24,1,base,-1,0.456
2017-07-25,1,base,-1,0.456
2017-07-26,1,base,-1,0.456
2017-07-27,1,base,-1,0.456
2017-07-28,1,base,-1,0.456
2017-07-31,1,base,1,0.686
2017-08-01,1,base,-1,0.456
2017-08-02,1,base,-1,0.456
2017-08-03,1,base,-1,0.456
2017-08-04,1,base,-1,0.456
2017-08-07,1,base,1,0.704
2017-08-08,1,base,1,0.704
2017-08-14,1,base,1,0.686
2017-08-15,1,base,-1,0.456
2017-08-16,1,base,1,0.686
2017-08-17,1,base,-1,0.456
2017-08-18,1,base,-1,0.456
2017-08-21,1,base,-1,0.456
2017-08-22,1,base,1,0.686
2017-08-23,1,base,1,0.686
2017-08-24,1,base,-1,0.456
2017-08-25,1,base,1,0.686
2017-08-28,1,base,-1,0.456
2017-08-29,1,base,-1,0.456
2017-08-30,1,base,1,0.686
2017-08-31,1,base,-1,0.456
2017-09-01,1,base,-1,0.456
2017-09-04,1,base,-1,0.456
2017-09-05,1,base,-1,0.456
2017-09-06,1,base,-1,0.456
2017-09-07,1,base,-1,0.456
2017-09-08,1,base,1,0.704
2017-09-11,1,base,1,0.686
2017-09-12,1,base,1,0.704
2017-09-14,1,base,-1,0.456
2017-09-18,1,base,1,0.686
2017-09-19,1,base,1,0.704
2017-09-22,1,base,-1,0.456
2017-09-25,1,base,-1,0.456
2017-09-26,1,base,-1,0.456
2017-09-27,1,base,-1,0.456
2017-09-28,1,base,-1,0.456
2017-09-29,1,base,-1,0.456
2017-09-30,1,base,-1,0.456
2017-10-02,1,base,-1,0.456
2017-10-03,1,base,1,0.686
2017-10-05,1,base,-1,0.456
2017-10-06,1,base,-1,0.456
2017-10-11,1,base,-1,0.456
2017-10-12,1,base,-1,0.456
2017-10-13,1,base,-1,0.456
2017-10-16,1,base,-1,0.456
2017-10-17,1,base,1,0.704
2017-10-18,1,base,-1,0.456
2017-10-19,1,base,-1,0.456
2017-10-20,1,base,1,0.686
2017-10-23,1,base,-1,0.456
2017-10-24,1,base,-1,0.456
2017-10-25,1,base,-1,0.456
2017-10-26,1,base,-1,0.456
2017-10-27,1,base,-1,0.456
2017-10-30,1,base,-1,0.456
2017-10-31,1,base,-1,0.456
2017-11-01,1,base,1,0.686
2017-11-02,1,base,-1,0.456
2017-11-03,1,base,-1,0.456
2017-11-06,1,base,-1,0.456
2017-11-07,1,base,1,0.686
2017-11-08,1,base,-1,0.456
2017-11-09,1,base,-1,0.456
2017-11-10,1,base,-1,0.456
2017-11-13,1,base,-1,0.456
2017-11-14,1,base,-1,0.456
2017-11-15,1,base,-1,0.456
2017-11-16,1,base,-1,0.456
2017-11-17,1,base,-1,0.456
2017-11-20,1,base,-1,0.456
2017-11-21,1,base,1,0.686
2017-11-22,1,base,-1,0.456
2017-11-23,1,base,-1,0.456
2017-11-29,1,base,-1,0.456
2017-12-01,1,base,-1,0.456
2017-12-04,1,base,-1,0.456
2017-12-05,1,base,-1,0.456
2017-12-06,1,base,-1,0.456
2017-12-07,1,base,-1,0.456
2017-12-12,1,base,-1,0.456
2017-12-13,1,base,1,0.686
2017-12-14,1,base,-1,0.456
2017-12-15,1,base,-1,0.456
2017-12-18,1,base,-1,0.456
2017-12-19,1,base,-1,0.456
2017-12-20,1,base,-1,0.456
2017-12-21,1,base,-1,0.456
2017-12-22,1,base,-1,0.456
2017-12-25,1,base,-1,0.456
2017-12-26,1,base,-1,0.456
2017-12-27,1,base,-1,0.456
2017-12-28,1,base,1,0.686
2017-12-29,1,base,-1,0.456
2018-01-02,1,base,1,0.689
2018-01-03,1,base,1,0.636
2018-01-04,1,base,1,0.636
2018-01-05,1,base,1,0.636
2018-01-08,1,base,1,0.636
2018-01-09,1,base,1,0.636
2018-01-10,1,base,1,0.636
2018-01-11,1,base,1,0.636
2018-01-12,1,base,1,0.689
2018-01-15,1,base,1,0.636
2018-01-16,1,base,1,0.689
2018-01-17,1,base,1,0.636
2018-01-18,1,base,1,0.636
2018-01-19,1,base,1,0.636
2018-01-22,1,base,1,0.636
2018-01-23,1,base,1,0.689
2018-01-24,1,base,1,0.636
2018-01-25,1,base,1,0.636
2018-01-26,1,base,1,0.689
2018-01-31,1,base,1,0.689
2018-02-06,1,base,-1,0.413
2018-02-09,1,base,-1,0.413
2018-02-22,1,base,-1,0.413
2018-02-23,1,base,1,0.689
2018-03-02,1,base,-1,0.413
2018-03-05,1,base,-1,0.413
2018-03-09,1,base,1,0.689
2018-03-23,1,base,-1,0.413
2018-03-28,1,base,-1,0.413
2018-04-10,1,base,1,0.689
2018-04-16,1,base,-1,0.413
2018-04-20,1,base,1,0.636
2018-04-23,1,base,1,0.636
2018-04-24,1,base,1,0.689
2018-04-25,1,base,1,0.636
2018-04-30,1,base,1,0.689
2018-05-03,1,base,-1,0.413
2018-05-08,1,base,1,0.689
2018-05-10,1,base,1,0.689
2018-05-23,1,base,-1,0.413
2018-05-30,1,base,-1,0.413
2018-05-31,1,base,1,0.689
2018-06-05,1,base,1,0.636
2018-06-06,1,base,1,0.636
2018-06-08,1,base,-1,0.413
2018-06-19,1,base,-1,0.413
2018-06-21,1,base,-1,0.413
2018-06-27,1,base,-1,0.413
2018-06-29,1,base,1,0.689
2018-07-02,1,base,1,0.689
2018-07-03,1,base,-1,0.413
2018-07-09,1,base,1,0.689
2018-07-24,1,base,1,0.689
2018-07-25,1,base,1,0.689
2018-08-02,1,base,-1,0.413
2018-08-07,1,base,1,0.689
2018-08-09,1,base,1,0.689
2018-08-13,1,base,-1,0.413
2018-08-15,1,base,-1,0.413
2018-08-20,1,base,1,0.689
2018-08-27,1,base,1,0.689
2018-09-04,1,base,1,0.689
2018-09-05,1,base,-1,0.413
2018-09-13,1,base,1,0.689
2018-09-21,1,base,1,0.689
2018-09-25,1,base,-1,0.413
2018-09-26,1,base,1,0.689
2018-10-01,1,base,1,0.636
2018-10-02,1,base,1,0.636
2018-10-03,1,base,1,0.636
2018-10-04,1,base,1,0.636
2018-10-05,1,base,1,0.636
2018-10-08,1,base,1,0.636
2018-10-09,1,base,1,0.636
2018-10-11,1,base,1,0.636
2018-10-12,1,base,1,0.689
2018-10-15,1,base,1,0.636
2018-10-16,1,base,1,0.636
2018-10-17,1,base,1,0.636
2018-10-18,1,base,1,0.636
2018-10-19,1,base,1,0.636
2018-10-22,1,base,1,0.689
2018-10-23,1,base,-1,0.413
2018-11-01,1,base,1,0.689
2018-11-02,1,base,1,0.689
2018-11-05,1,base,-1,0.413
2018-11-09,1,base,-1,0.413
2018-11-15,1,base,1,0.689
2018-11-20,1,base,-1,0.413
2018-11-26,1,base,1,0.689
2018-11-28,1,base,1,0.689
2018-11-30,1,base,1,0.636
2018-12-04,1,base,1,0.636
2018-12-05,1,base,1,0.636
2018-12-06,1,base,1,0.636
2018-12-07,1,base,1,0.636
2018-12-12,1,base,1,0.689
2018-12-13,1,base,1,0.689
2018-12-14,1,base,-1,0.413
2019-01-04,1,base,1,0.624
2019-01-09,1,base,1,0.74
2019-01-11,1,base,1,0.68
2019-01-15,1,base,1,0.624
2019-01-18,1,base,1,0.624
2019-01-21,1,base,1,0.68
2019-02-11,1,base,1,0.68
2019-02-12,1,base,1,0.68
2019-02-13,1,base,1,0.74
2019-02-15,1,base,1,0.68
2019-02-18,1,base,1,0.74
2019-02-20,1,base,1,0.74
2019-02-25,1,base,1,0.68
2019-03-11,1,base,1,0.624
2019-03-18,1,base,1,0.74
2019-03-29,1,base,1,0.74
2019-04-03,1,base,1,0.74
2019-04-08,1,base,1,0.68
2019-04-16,1,base,1,0.74
2019-04-18,1,base,1,0.68
2019-04-19,1,base,1,0.68
2019-04-22,1,base,1,0.68
2019-04-29,1,base,1,0.624
2019-05-02,1,base,1,0.74
2019-05-10,1,base,1,0.74
2019-05-13,1,base,1,0.624
2019-06-18,1,base,1,0.74
2019-06-20,1,base,1,0.624
2019-06-21,1,base,1,0.68
2019-06-27,1,base,1,0.74
2019-07-02,1,base,1,0.624
2019-08-07,1,base,1,0.68
2019-08-16,1,base,1,0.74
2019-08-19,1,base,1,0.74
2019-09-04,1,base,1,0.624
2019-09-11,1,base,1,0.74
2019-10-16,1,base,1,0.68
2019-10-24,1,base,1,0.74
2019-10-28,1,base,1,0.74
2019-10-31,1,base,1,0.624
2019-11-18,1,base,1,0.74
2019-11-19,1,base,1,0.624
2019-11-25,1,base,1,0.74
2019-12-17,1,base,1,0.624
2019-12-27,1,base,1,0.74
2020-01-02,1,base,1,0.738
2020-03-02,1,base,1,0.644
2020-03-04,1,base,1,0.644
2020-03-20,1,base,1,0.65
2020-03-23,1,base,1,0.644
2020-03-24,1,base,1,0.65
2020-03-25,1,base,1,0.65
2020-03-27,1,base,1,0.644
2020-04-08,1,base,1,0.644
2020-04-14,1,base,1,0.644
2020-04-17,1,base,1,0.65
2020-04-23,1,base,1,0.644
2020-04-27,1,base,1,0.65
2020-04-28,1,base,1,0.65
2020-04-29,1,base,1,0.644
2020-04-30,1,base,1,0.644
2020-05-07,1,base,1,0.644
2020-05-12,1,base,1,0.644
2020-05-15,1,base,1,0.644
2020-05-18,1,base,1,0.644
2020-05-20,1,base,1,0.644
2020-05-21,1,base,1,0.644
2020-05-25,1,base,1,0.644
2020-05-26,1,base,1,0.65
2020-05-27,1,base,1,0.644
2020-05-28,1,base,1,0.644
2020-05-29,1,base,1,0.644
2020-06-04,1,base,1,0.644
2020-06-08,1,base,1,0.644
2020-06-10,1,base,1,0.644
2020-06-19,1,base,1,0.644
2020-06-22,1,base,1,0.644
2020-06-23,1,base,1,0.65
2020-06-24,1,base,1,0.644
2020-06-30,1,base,1,0.644
2020-07-09,1,base,1,0.644
2020-07-13,1,base,1,0.644
2020-07-15,1,base,1,0.644
2020-07-20,1,base,1,0.644
2020-07-21,1,base,1,0.65
2020-07-23,1,base,1,0.65
2020-07-27,1,base,1,0.644
2020-08-03,1,base,1,0.644
2020-08-13,1,base,1,0.644
2020-08-14,1,base,1,0.644
2020-08-18,1,base,1,0.644
2020-08-19,1,base,1,0.644
2020-08-21,1,base,1,0.65
2020-08-24,1,base,1,0.65
2020-08-25,1,base,1,0.644
2020-08-26,1,base,1,0.644
2020-08-31,1,base,1,0.644
2020-09-01,1,base,1,0.644
2020-09-02,1,base,1,0.644
2020-09-03,1,base,1,0.644
2020-09-08,1,base,1,0.644
2020-09-10,1,base,1,0.644
2020-09-11,1,base,1,0.644
2020-09-14,1,base,1,0.644
2020-09-16,1,base,1,0.644
2020-09-18,1,base,1,0.644
2020-09-21,1,base,1,0.644
2020-09-22,1,base,1,0.644
2020-09-23,1,base,1,0.644
2020-09-25,1,base,1,0.644
2020-09-28,1,base,1,0.65
2020-09-29,1,base,1,0.644
2020-10-08,1,base,1,0.644
2020-10-14,1,base,1,0.644
2020-10-19,1,base,1,0.644
2020-10-21,1,base,1,0.644
2020-10-23,1,base,1,0.644
2020-10-26,1,base,1,0.644
2020-10-27,1,base,1,0.644
2020-11-02,1,base,1,0.738
2020-11-04,1,base,1,0.644
2020-11-06,1,base,1,0.644
2020-11-11,1,base,1,0.644
2020-11-12,1,base,1,0.644
2020-11-17,1,base,1,0.644
2020-11-24,1,base,1,0.644
2020-11-25,1,base,1,0.644
2020-11-26,1,base,1,0.644
