date,h,variant,sig,p
2022-10-07,3,night,-1,0.338
2022-10-11,3,night,-1,0.338
2022-10-13,3,night,1,0.704
2022-10-14,3,night,-1,0.338
2022-10-17,3,night,1,0.811
2022-10-18,3,night,1,0.669
2022-10-19,3,night,-1,0.338
2022-10-20,3,night,1,0.704
2022-10-21,3,night,1,0.704
2022-10-24,3,night,1,0.669
2022-10-25,3,night,1,0.704
2022-10-26,3,night,1,0.811
2022-10-27,3,night,-1,0.338
2022-10-28,3,night,1,0.704
2022-10-31,3,night,1,0.669
2022-11-02,3,night,-1,0.338
2022-11-03,3,night,-1,0.338
2022-11-04,3,night,1,0.811
2022-11-07,3,night,1,0.811
2022-11-08,3,night,1,0.704
2022-11-09,3,night,-1,0.338
2022-11-10,3,night,1,0.704
2022-11-11,3,night,1,0.811
2022-11-14,3,night,1,0.669
2022-11-15,3,night,1,0.811
2022-11-16,3,night,-1,0.338
2022-11-18,3,night,1,0.704
2022-11-22,3,night,1,0.704
2022-11-23,3,night,1,0.811
2022-11-24,3,night,1,0.669
2022-11-25,3,night,-1,0.338
2022-11-28,3,night,-1,0.338
2022-11-29,3,night,-1,0.338
2022-11-30,3,night,1,0.811
2022-12-01,3,night,-1,0.338
2022-12-05,3,night,-1,0.338
2022-12-06,3,night,-1,0.338
2022-12-08,3,night,1,0.811
2022-12-09,3,night,-1,0.338
2022-12-12,3,night,1,0.704
2022-12-13,3,night,1,0.811
2022-12-14,3,night,-1,0.338
2022-12-15,3,night,-1,0.338
2022-12-16,3,night,-1,0.338
2022-12-20,3,night,1,0.704
2022-12-21,3,night,1,0.811
2022-12-22,3,night,-1,0.338
2022-12-27,3,night,-1,0.338
2022-12-28,3,night,-1,0.338
2022-12-29,3,night,1,0.704
2022-12-30,3,night,1,0.669
2023-01-03,3,night,-1,0.394
2023-01-04,3,night,1,0.786
2023-01-05,3,night,-1,0.394
2023-01-06,3,night,1,0.786
2023-01-10,3,night,1,0.786
2023-01-11,3,night,1,0.786
2023-01-12,3,night,1,0.786
2023-01-13,3,night,1,0.786
2023-01-17,3,night,1,0.786
2023-01-30,3,night,-1,0.448
2023-01-31,3,night,1,0.648
2023-02-01,3,night,1,0.648
2023-02-03,3,night,-1,0.394
2023-02-06,3,night,-1,0.394
2023-02-07,3,night,1,0.648
2023-02-08,3,night,-1,0.394
2023-02-09,3,night,-1,0.448
2023-02-10,3,night,-1,0.448
2023-02-13,3,night,1,0.648
2023-02-14,3,night,1,0.648
2023-02-15,3,night,1,0.648
2023-02-16,3,night,-1,0.253
2023-02-17,3,night,-1,0.448
2023-02-21,3,night,-1,0.253
2023-02-22,3,night,-1,0.448
2023-02-23,3,night,1,0.648
2023-02-24,3,night,-1,0.253
2023-03-02,3,night,1,0.786
2023-03-03,3,night,1,0.786
2023-03-07,3,night,-1,0.253
2023-03-08,3,night,1,0.786
2023-03-09,3,night,-1,0.253
2023-03-10,3,night,-1,0.394
2023-03-13,3,night,-1,0.253
2023-03-14,3,night,1,0.786
2023-03-15,3,night,-1,0.253
2023-03-16,3,night,1,0.786
2023-03-17,3,night,-1,0.394
2023-03-20,3,night,1,0.786
2023-03-21,3,night,1,0.786
2023-03-23,3,night,1,0.786
2023-03-24,3,night,-1,0.448
2023-03-27,3,night,-1,0.394
2023-03-29,3,night,1,0.786
2023-03-30,3,night,1,0.786
2023-03-31,3,night,1,0.786
2023-04-06,3,night,1,0.786
2023-04-13,3,night,1,0.786
2023-04-18,3,night,-1,0.448
2023-04-21,3,night,-1,0.448
2023-04-24,3,night,-1,0.448
2023-04-25,3,night,-1,0.394
2023-04-26,3,night,-1,0.448
2023-04-27,3,night,1,0.786
2023-04-28,3,night,1,0.786
2023-05-02,3,night,-1,0.394
2023-05-03,3,night,-1,0.394
2023-05-04,3,night,-1,0.448
2023-05-05,3,night,1,0.786
2023-05-09,3,night,-1,0.448
2023-05-11,3,night,-1,0.394
2023-05-12,3,night,-1,0.394
2023-05-15,3,night,1,0.786
2023-05-16,3,night,-1,0.448
2023-05-17,3,night,1,0.786
2023-05-18,3,night,1,0.786
2023-05-23,3,night,-1,0.394
2023-05-24,3,night,-1,0.448
2023-05-25,3,night,1,0.786
2023-05-26,3,night,1,0.786
2023-05-31,3,night,-1,0.448
2023-06-01,3,night,1,0.786
2023-06-02,3,night,1,0.786
2023-06-07,3,night,-1,0.448
2023-06-08,3,night,1,0.786
2023-06-09,3,night,1,0.786
2023-06-12,3,night,1,0.786
2023-06-14,3,night,1,0.786
2023-06-15,3,night,-1,0.448
2023-06-19,3,night,-1,0.448
2023-06-20,3,night,-1,0.448
2023-06-21,3,night,-1,0.394
2023-06-26,3,night,-1,0.394
2023-06-27,3,night,1,0.786
2023-06-29,3,night,-1,0.448
2023-06-30,3,night,1,0.786
2023-07-04,3,night,-1,0.448
2023-07-05,3,night,-1,0.394
2023-07-06,3,night,-1,0.253
2023-07-07,3,night,1,0.786
2023-07-10,3,night,1,0.786
2023-07-11,3,night,1,0.786
2023-07-12,3,night,1,0.786
2023-07-13,3,night,1,0.786
2023-07-17,3,night,1,0.786
2023-07-18,3,night,1,0.786
2023-07-19,3,night,-1,0.448
2023-07-20,3,night,-1,0.253
2023-07-24,3,night,1,0.786
2023-07-25,3,night,1,0.786
2023-07-27,3,night,-1,0.394
2023-07-28,3,night,1,0.786
2023-08-02,3,night,-1,0.253
2023-08-04,3,night,-1,0.394
2023-08-08,3,night,-1,0.394
2023-08-09,3,night,-1,0.394
2023-08-11,3,night,-1,0.394
2023-08-14,3,night,1,0.786
2023-08-15,3,night,-1,0.394
2023-08-16,3,night,-1,0.394
2023-08-17,3,night,-1,0.394
2023-08-18,3,night,-1,0.448
2023-08-21,3,night,1,0.786
2023-08-23,3,night,1,0.786
2023-08-24,3,night,-1,0.253
2023-08-28,3,night,1,0.786
2023-08-29,3,night,1,0.786
2023-08-31,3,night,-1,0.394
2023-09-05,3,night,-1,0.448
2023-09-06,3,night,-1,0.253
2023-09-07,3,night,-1,0.448
2023-09-08,3,night,-1,0.448
2023-09-11,3,night,1,0.786
2023-09-12,3,night,-1,0.448
2023-09-13,3,night,1,0.786
2023-09-15,3,night,-1,0.253
2023-09-18,3,night,-1,0.448
2023-09-19,3,night,-1,0.448
2023-09-20,3,night,-1,0.448
2023-09-21,3,night,-1,0.394
2023-09-22,3,night,-1,0.448
2023-09-25,3,night,-1,0.448
2023-09-26,3,night,-1,0.394
2023-09-28,3,night,1,0.786
2023-10-03,3,night,-1,0.253
2023-10-04,3,night,1,0.786
2023-10-05,3,night,-1,0.448
2023-10-06,3,night,1,0.786
2023-10-12,3,night,-1,0.253
2023-10-13,3,night,-1,0.253
2023-10-16,3,night,1,0.786
2023-10-18,3,night,-1,0.394
2023-10-20,3,night,-1,0.253
2023-10-23,3,night,1,0.786
2023-10-24,3,night,1,0.786
2023-10-25,3,night,-1,0.253
2023-10-26,3,night,-1,0.448
2023-10-27,3,night,-1,0.394
2023-10-31,3,night,1,0.786
2023-11-01,3,night,1,0.786
2023-11-02,3,night,1,0.786
2023-11-03,3,night,1,0.786
2023-11-07,3,night,1,0.786
2023-11-08,3,night,-1,0.448
2023-11-10,3,night,1,0.786
2023-11-14,3,night,1,0.786
2023-11-16,3,night,-1,0.448
2023-11-17,3,night,-1,0.448
2023-11-20,3,night,1,0.786
2023-11-21,3,night,-1,0.394
2023-11-22,3,night,-1,0.448
2023-11-24,3,night,-1,0.448
2023-11-27,3,night,1,0.786
2023-12-01,3,night,1,0.786
2023-12-04,3,night,-1,0.394
2023-12-06,3,night,-1,0.394
2023-12-07,3,night,1,0.786
2023-12-08,3,night,1,0.786
2023-12-11,3,night,1,0.786
2023-12-13,3,night,1,0.786
2023-12-14,3,night,1,0.786
2023-12-20,3,night,-1,0.253
2023-12-21,3,night,1,0.786
2023-12-22,3,night,1,0.786
2023-12-25,3,night,-1,0.448
2024-01-02,3,night,-1,0.376
2024-01-03,3,night,-1,0.476
2024-01-04,3,night,-1,0.476
2024-01-08,3,night,1,0.779
2024-01-09,3,night,-1,0.476
2024-01-10,3,night,-1,0.476
2024-01-11,3,night,-1,0.376
2024-01-12,3,night,-1,0.476
2024-01-15,3,night,-1,0.476
2024-01-16,3,night,-1,0.476
2024-01-17,3,night,-1,0.476
2024-01-18,3,night,1,0.779
2024-01-19,3,night,1,0.813
2024-01-24,3,night,1,0.779
2024-01-26,3,night,-1,0.476
2024-01-29,3,night,-1,0.476
2024-01-30,3,night,-1,0.476
2024-01-31,3,night,-1,0.476
2024-02-05,3,night,-1,0.476
2024-02-15,3,night,1,0.813
2024-02-16,3,night,-1,0.476
2024-02-19,3,night,-1,0.476
2024-02-20,3,night,-1,0.476
2024-02-21,3,night,-1,0.476
2024-02-22,3,night,1,0.813
2024-02-26,3,night,-1,0.476
2024-02-27,3,night,-1,0.476
2024-02-29,3,night,-1,0.476
2024-03-01,3,night,1,0.813
2024-03-05,3,night,-1,0.376
2024-03-06,3,night,1,0.779
2024-03-07,3,night,1,0.779
2024-03-11,3,night,-1,0.476
2024-03-14,3,night,-1,0.476
2024-03-15,3,night,-1,0.476
2024-03-18,3,night,-1,0.476
2024-03-19,3,night,-1,0.476
2024-03-20,3,night,1,0.779
2024-03-22,3,night,-1,0.476
2024-03-25,3,night,-1,0.476
2024-03-26,3,night,-1,0.476
2024-03-27,3,night,-1,0.476
2024-03-28,3,night,-1,0.476
2024-04-08,3,night,1,0.813
2024-04-10,3,night,-1,0.376
2024-04-11,3,night,-1,0.476
2024-04-12,3,night,-1,0.243
2024-04-15,3,night,-1,0.243
2024-04-16,3,night,-1,0.476
2024-04-17,3,night,-1,0.243
2024-04-18,3,night,-1,0.243
2024-04-19,3,night,-1,0.476
2024-04-22,3,night,1,0.813
2024-04-23,3,night,1,0.779
2024-04-24,3,night,-1,0.243
2024-04-25,3,night,1,0.779
2024-04-26,3,night,1,0.813
2024-04-30,3,night,-1,0.376
2024-05-02,3,night,1,0.779
2024-05-03,3,night,1,0.779
2024-05-06,3,night,1,0.779
2024-05-08,3,night,-1,0.476
2024-05-10,3,night,1,0.779
2024-05-14,3,night,1,0.779
2024-05-15,3,night,1,0.779
2024-05-20,3,night,1,0.813
2024-05-21,3,night,-1,0.476
2024-05-22,3,night,-1,0.476
2024-05-23,3,night,-1,0.243
2024-05-28,3,night,-1,0.476
2024-05-29,3,night,-1,0.243
2024-05-30,3,night,1,0.779
2024-05-31,3,night,1,0.813
2024-06-03,3,night,-1,0.376
2024-06-04,3,night,-1,0.476
2024-06-05,3,night,1,0.779
2024-06-07,3,night,-1,0.376
2024-06-12,3,night,1,0.779
2024-06-14,3,night,-1,0.476
2024-06-17,3,night,1,0.779
2024-06-18,3,night,1,0.813
2024-06-20,3,night,-1,0.243
2024-06-21,3,night,-1,0.243
2024-06-24,3,night,-1,0.243
2024-06-25,3,night,1,0.813
2024-06-26,3,night,-1,0.243
2024-06-28,3,night,-1,0.476
2024-07-01,3,night,-1,0.476
2024-07-02,3,night,1,0.813
2024-07-03,3,night,1,0.813
2024-07-05,3,night,-1,0.476
2024-07-08,3,night,-1,0.476
2024-07-09,3,night,-1,0.376
2024-07-10,3,night,1,0.779
2024-07-11,3,night,-1,0.243
2024-07-12,3,night,1,0.779
2024-07-15,3,night,-1,0.476
2024-07-17,3,night,-1,0.243
2024-07-18,3,night,-1,0.243
2024-07-19,3,night,-1,0.376
2024-07-22,3,night,1,0.779
2024-07-23,3,night,-1,0.376
2024-07-26,3,night,1,0.779
2024-07-29,3,night,-1,0.243
2024-07-30,3,night,-1,0.243
2024-07-31,3,night,1,0.813
2024-08-01,3,night,-1,0.243
2024-08-02,3,night,-1,0.243
2024-08-05,3,night,1,0.779
2024-08-06,3,night,-1,0.376
2024-08-07,3,night,-1,0.243
2024-08-08,3,night,1,0.779
2024-08-12,3,night,1,0.779
2024-08-13,3,night,1,0.813
2024-08-15,3,night,1,0.813
2024-08-19,3,night,1,0.779
2024-08-20,3,night,-1,0.376
2024-08-22,3,night,-1,0.243
2024-08-23,3,night,1,0.779
2024-08-26,3,night,-1,0.376
2024-08-28,3,night,-1,0.243
2024-08-30,3,night,-1,0.476
2024-09-03,3,night,-1,0.243
2024-09-04,3,night,1,0.779
2024-09-05,3,night,1,0.779
2024-09-06,3,night,-1,0.243
2024-09-09,3,night,1,0.779
2024-09-10,3,night,1,0.779
2024-09-11,3,night,1,0.779
2024-09-12,3,night,1,0.813
2024-09-16,3,night,-1,0.476
2024-09-18,3,night,-1,0.476
2024-09-19,3,night,1,0.813
2024-09-23,3,night,-1,0.476
2024-09-24,3,night,1,0.779
2024-09-25,3,night,1,0.779
2024-09-26,3,night,1,0.813
2024-09-27,3,night,-1,0.243
2024-09-30,3,night,-1,0.376
2024-10-01,3,night,-1,0.243
2024-10-04,3,night,1,0.779
2024-10-07,3,night,-1,0.243
2024-10-08,3,night,1,0.779
2024-10-09,3,night,1,0.813
2024-10-11,3,night,1,0.779
2024-10-14,3,night,1,0.779
2024-10-15,3,night,-1,0.243
2024-10-17,3,night,1,0.779
2024-10-22,3,night,-1,0.476
2024-10-23,3,night,-1,0.376
2024-10-28,3,night,-1,0.376
2024-10-29,3,night,1,0.813
2024-10-30,3,night,-1,0.243
2024-11-01,3,night,-1,0.476
2024-11-04,3,night,-1,0.243
2024-11-05,3,night,1,0.813
2024-11-06,3,night,-1,0.476
2024-11-07,3,night,1,0.779
2024-11-08,3,night,-1,0.243
2024-11-11,3,night,-1,0.243
2024-11-12,3,night,-1,0.476
2024-11-13,3,night,-1,0.476
2024-11-14,3,night,-1,0.476
2024-11-15,3,night,-1,0.243
2024-11-20,3,night,-1,0.476
2024-11-21,3,night,1,0.779
2024-11-25,3,night,-1,0.243
2024-11-26,3,night,-1,0.476
2024-11-27,3,night,-1,0.476
2024-11-28,3,night,-1,0.476
2024-11-29,3,night,1,0.779
2024-12-02,3,night,1,0.813
2024-12-03,3,night,1,0.813
2024-12-10,3,night,-1,0.243
2024-12-11,3,night,1,0.779
2024-12-12,3,night,-1,0.243
2024-12-13,3,night,1,0.779
2024-12-16,3,night,1,0.779
2024-12-18,3,night,-1,0.243
2024-12-19,3,night,-1,0.476
2024-12-20,3,night,1,0.779
2024-12-23,3,night,1,0.813
2024-12-24,3,night,1,0.779
2024-12-27,3,night,-1,0.376
2024-12-30,3,night,-1,0.376
2024-12-31,3,night,-1,0.476
2025-01-03,3,night,1,0.772
2025-01-06,3,night,1,0.772
2025-01-07,3,night,-1,0.395
2025-01-08,3,night,-1,0.214
2025-01-10,3,night,-1,0.214
2025-01-15,3,night,1,0.772
2025-01-16,3,night,1,0.772
2025-01-21,3,night,1,0.772
2025-01-22,3,night,1,0.825
2025-02-03,3,night,1,0.772
2025-02-04,3,night,1,0.825
2025-02-05,3,night,1,0.772
2025-02-07,3,night,-1,0.214
2025-02-10,3,night,1,0.772
2025-02-14,3,night,1,0.772
2025-02-17,3,night,-1,0.444
2025-02-18,3,night,-1,0.444
2025-02-21,3,night,-1,0.395
2025-02-24,3,night,-1,0.214
2025-02-25,3,night,-1,0.214
2025-02-27,3,night,-1,0.395
2025-03-03,3,night,-1,0.214
2025-03-06,3,night,-1,0.395
2025-03-10,3,night,-1,0.214
2025-03-12,3,night,1,0.772
2025-03-14,3,night,1,0.825
2025-03-17,3,night,1,0.825
2025-03-19,3,night,1,0.772
2025-03-24,3,night,1,0.772
2025-03-26,3,night,-1,0.395
2025-03-27,3,night,-1,0.214
2025-03-28,3,night,-1,0.214
2025-03-31,3,night,1,0.772
2025-04-01,3,night,1,0.772
2025-04-02,3,night,-1,0.395
2025-04-07,3,night,-1,0.214
2025-04-08,3,night,-1,0.214
2025-04-09,3,night,1,0.772
2025-04-16,3,night,-1,0.214
2025-04-18,3,night,1,0.825
2025-04-21,3,night,-1,0.214
2025-04-22,3,night,1,0.772
2025-04-23,3,night,1,0.825
2025-04-24,3,night,1,0.772
2025-04-25,3,night,1,0.825
2025-04-30,3,night,1,0.772
2025-05-02,3,night,1,0.825
2025-05-05,3,night,-1,0.395
2025-05-06,3,night,-1,0.214
2025-05-07,3,night,1,0.772
2025-05-09,3,night,-1,0.444
2025-05-12,3,night,1,0.772
2025-05-13,3,night,1,0.825
2025-05-16,3,night,-1,0.444
2025-05-19,3,night,1,0.772
2025-05-21,3,night,-1,0.395
2025-05-23,3,night,-1,0.395
2025-05-27,3,night,1,0.772
2025-05-29,3,night,-1,0.395
2025-06-02,3,night,1,0.772
2025-06-03,3,night,1,0.772
2025-06-04,3,night,1,0.825
2025-06-09,3,night,1,0.825
2025-06-10,3,night,1,0.772
2025-06-11,3,night,-1,0.444
2025-06-16,3,night,1,0.825
2025-06-19,3,night,-1,0.214
2025-06-20,3,night,-1,0.214
2025-06-23,3,night,1,0.772
2025-06-24,3,night,1,0.825
2025-06-25,3,night,-1,0.444
2025-06-26,3,night,1,0.825
2025-06-27,3,night,-1,0.444
2025-07-01,3,night,-1,0.444
2025-07-02,3,night,1,0.772
2025-07-07,3,night,-1,0.214
2025-07-10,3,night,-1,0.444
2025-07-11,3,night,-1,0.214
2025-07-17,3,night,1,0.772
2025-07-18,3,night,-1,0.444
2025-07-21,3,night,-1,0.444
2025-07-23,3,night,1,0.825
2025-07-24,3,night,-1,0.444
2025-07-28,3,night,-1,0.444
2025-07-31,3,night,-1,0.395
2025-08-01,3,night,-1,0.214
2025-08-04,3,night,1,0.772
2025-08-05,3,night,-1,0.395
2025-08-07,3,night,-1,0.444
2025-08-08,3,night,1,0.825
2025-08-11,3,night,-1,0.444
2025-08-12,3,night,1,0.825
2025-08-13,3,night,-1,0.444
2025-08-15,3,night,-1,0.395
2025-08-18,3,night,-1,0.444
2025-08-19,3,night,-1,0.395
2025-08-22,3,night,1,0.772
2025-08-27,3,night,-1,0.395
2025-08-28,3,night,1,0.825
2025-08-29,3,night,-1,0.395
2025-09-03,3,night,1,0.772
2025-09-04,3,night,1,0.825
2025-09-05,3,night,1,0.825
2025-09-08,3,night,1,0.825
2025-09-09,3,night,1,0.772
2025-09-10,3,night,1,0.825
2025-09-11,3,night,1,0.825
2025-09-12,3,night,-1,0.444
2025-09-15,3,night,1,0.825
2025-09-16,3,night,-1,0.444
2025-09-18,3,night,1,0.825
2025-09-22,3,night,1,0.825
2025-09-23,3,night,1,0.825
2025-09-24,3,night,-1,0.444
2025-09-30,3,night,1,0.772
2025-10-01,3,night,1,0.772
2025-10-02,3,night,-1,0.444
2025-10-03,3,night,-1,0.444
2025-10-07,3,night,-1,0.395
2025-10-08,3,night,1,0.772
2025-10-09,3,night,-1,0.395
2025-10-13,3,night,1,0.772
2025-10-15,3,night,1,0.825
2025-10-16,3,night,-1,0.395
2025-10-20,3,night,1,0.825
2025-10-21,3,night,-1,0.444
2025-10-22,3,night,-1,0.214
2025-10-23,3,night,1,0.772
2025-10-27,3,night,1,0.825
2025-10-28,3,night,1,0.772
2025-10-29,3,night,-1,0.444
2025-10-30,3,night,-1,0.444
2025-10-31,3,night,-1,0.214
2025-11-03,3,night,1,0.825
2025-11-04,3,night,-1,0.395
2025-11-05,3,night,1,0.772
2025-11-06,3,night,-1,0.395
2025-11-07,3,night,-1,0.214
2025-11-10,3,night,1,0.825
2025-11-13,3,night,-1,0.214
2025-11-17,3,night,-1,0.395
2025-11-19,3,night,1,0.772
2025-11-20,3,night,-1,0.395
2025-11-21,3,night,1,0.772
2025-11-24,3,night,1,0.772
2025-11-25,3,night,1,0.772
2025-11-26,3,night,1,0.825
2025-12-01,3,night,1,0.772
2025-12-02,3,night,1,0.772
2025-12-03,3,night,1,0.825
2025-12-05,3,night,-1,0.444
2025-12-08,3,night,-1,0.444
2025-12-10,3,night,1,0.772
2025-12-11,3,night,1,0.772
2025-12-12,3,night,-1,0.395
2025-12-15,3,night,-1,0.214
2025-12-17,3,night,-1,0.395
2025-12-18,3,night,1,0.772
2025-12-19,3,night,1,0.825
2025-12-23,3,night,1,0.772
2025-12-26,3,night,-1,0.444
2025-12-29,3,night,-1,0.395
2025-12-31,3,night,-1,0.444
2026-01-02,3,night,1,0.764
2026-01-05,3,night,-1,0.474
2026-01-06,3,night,-1,0.474
2026-01-07,3,night,-1,0.377
2026-01-08,3,night,-1,0.474
2026-01-09,3,night,1,0.81
2026-01-12,3,night,1,0.81
2026-01-13,3,night,1,0.81
2026-01-14,3,night,-1,0.2
2026-01-15,3,night,1,0.764
2026-01-16,3,night,-1,0.2
2026-01-19,3,night,-1,0.474
2026-01-20,3,night,-1,0.2
2026-01-21,3,night,1,0.764
2026-01-22,3,night,1,0.81
2026-01-27,3,night,1,0.81
2026-01-29,3,night,-1,0.377
2026-01-30,3,night,-1,0.377
2026-02-02,3,night,1,0.764
2026-02-03,3,night,-1,0.377
2026-02-04,3,night,-1,0.377
2026-02-05,3,night,-1,0.377
2026-02-06,3,night,1,0.81
2026-02-09,3,night,1,0.81
2026-02-11,3,night,1,0.81
2026-02-24,3,night,1,0.81
2026-02-25,3,night,1,0.81
2026-02-26,3,night,-1,0.377
2026-03-03,3,night,-1,0.377
2026-03-04,3,night,1,0.764
2026-03-05,3,night,-1,0.377
2026-03-06,3,night,-1,0.377
2026-03-09,3,night,1,0.764
2026-03-10,3,night,1,0.81
2026-03-11,3,night,-1,0.2
2026-03-12,3,night,-1,0.2
2026-03-13,3,night,-1,0.2
2026-03-16,3,night,1,0.764
2026-03-17,3,night,1,0.764
2026-03-18,3,night,-1,0.2
2026-03-19,3,night,1,0.764
2026-03-20,3,night,-1,0.377
2026-03-23,3,night,1,0.764
2026-03-24,3,night,1,0.81
2026-03-25,3,night,1,0.81
2026-03-26,3,night,-1,0.377
2026-03-27,3,night,-1,0.377
2026-03-30,3,night,-1,0.377
2026-03-31,3,night,1,0.764
2026-04-01,3,night,1,0.81
2026-04-02,3,night,1,0.764
2026-04-07,3,night,1,0.764
2026-04-08,3,night,1,0.81
2026-04-09,3,night,1,0.764
2026-04-13,3,night,1,0.764
2026-04-14,3,night,1,0.81
2026-04-15,3,night,1,0.764
2026-04-16,3,night,-1,0.377
2026-04-17,3,night,1,0.764
2026-04-20,3,night,1,0.764
2026-04-21,3,night,-1,0.474
2026-04-22,3,night,1,0.764
2026-04-23,3,night,1,0.764
2026-04-24,3,night,1,0.81
2026-04-27,3,night,-1,0.377
2026-04-28,3,night,-1,0.377
2026-04-29,3,night,-1,0.474
2026-04-30,3,night,1,0.764
2026-05-04,3,night,-1,0.377
2026-05-05,3,night,1,0.764
2026-05-06,3,night,1,0.764
2026-05-07,3,night,-1,0.377
2026-05-08,3,night,1,0.764
2026-05-11,3,night,1,0.764
2026-05-12,3,night,-1,0.2
2026-05-13,3,night,1,0.81
2026-05-14,3,night,1,0.764
2026-05-15,3,night,-1,0.2
2026-05-19,3,night,-1,0.474
2026-05-20,3,night,1,0.764
2026-05-21,3,night,1,0.81
2026-05-22,3,night,1,0.81
2026-05-25,3,night,1,0.81
2026-05-26,3,night,1,0.764
2026-05-27,3,night,1,0.764
2026-05-28,3,night,1,0.764
2026-05-29,3,night,-1,0.377
2026-06-01,3,night,1,0.81
2026-06-02,3,night,1,0.764
2026-06-03,3,night,-1,0.377
2026-06-04,3,night,-1,0.474
2026-06-05,3,night,-1,0.377
2026-06-08,3,night,1,0.764
2026-06-09,3,night,-1,0.2
2026-06-10,3,night,-1,0.2
2026-06-11,3,night,1,0.764
2026-06-12,3,night,1,0.81
2026-06-15,3,night,1,0.81
2026-06-16,3,night,-1,0.2
2026-06-18,3,night,1,0.81
2026-06-22,3,night,1,0.81
2026-06-23,3,night,-1,0.377
2026-06-24,3,night,1,0.764
2026-06-25,3,night,-1,0.377
2026-06-26,3,night,1,0.764
2026-06-29,3,night,1,0.764
2026-06-30,3,night,1,0.81
2026-07-01,3,night,-1,0.377
2026-07-02,3,night,-1,0.377
2026-07-03,3,night,1,0.81
2026-07-06,3,night,1,0.764
2026-07-07,3,night,-1,0.2
2026-07-09,3,night,1,0.81
2026-07-13,3,night,-1,0.2
2026-07-14,3,night,1,0.81
2026-07-15,3,night,-1,0.2
2026-07-16,3,night,-1,0.377
2026-07-17,3,night,1,0.764
2026-07-20,3,night,1,0.764
2026-07-21,3,night,1,0.81
2026-07-22,3,night,1,0.764
2026-07-23,3,night,-1,0.377
2026-07-24,3,night,-1,0.377
2026-07-27,3,night,-1,0.377
2026-07-28,3,night,1,0.764
2026-07-29,3,night,-1,0.377
2026-07-30,3,night,1,0.764
2026-07-31,3,night,-1,0.377
2026-08-04,3,night,1,0.764
2026-08-05,3,night,-1,0.377
2026-08-06,3,night,1,0.764
2026-08-07,3,night,1,0.764
2026-08-10,3,night,-1,0.377
2026-08-11,3,night,1,0.81
2026-08-12,3,night,1,0.81
2026-08-13,3,night,1,0.81
2026-08-17,3,night,-1,0.474
2026-08-18,3,night,-1,0.2
2026-08-19,3,night,1,0.764
2026-08-24,3,night,-1,0.377
2026-08-25,3,night,1,0.764
2026-08-27,3,night,1,0.764
2026-08-28,3,night,-1,0.377
2026-08-31,3,night,-1,0.474
2026-09-01,3,night,-1,0.377
2026-09-03,3,night,1,0.764
2026-09-04,3,night,1,0.81
2026-09-07,3,night,-1,0.474
2026-09-09,3,night,-1,0.2
2026-09-10,3,night,-1,0.2
2026-09-11,3,night,1,0.764
2026-09-14,3,night,-1,0.2
2026-09-16,3,night,1,0.764
2026-09-17,3,night,1,0.764
2020-01-02,5,night,1,0.724
2020-01-06,5,night,1,0.724
2020-01-07,5,night,1,0.724
2020-01-08,5,night,1,0.724
2020-01-09,5,night,-1,0.389
2020-01-13,5,night,1,0.724
2020-01-16,5,night,1,0.724
2020-01-17,5,night,1,0.724
2020-01-30,5,night,1,0.724
2020-01-31,5,night,-1,0.389
2020-02-03,5,night,1,0.724
2020-02-04,5,night,1,0.724
2020-02-05,5,night,1,0.724
2020-02-10,5,night,1,0.724
2020-02-12,5,night,1,0.724
2020-02-19,5,night,1,0.724
2020-02-26,5,night,1,0.656
2020-02-27,5,night,-1,0.389
2020-03-02,5,night,1,0.724
2020-03-03,5,night,-1,0.389
2020-03-04,5,night,1,0.724
2020-03-05,5,night,-1,0.389
2020-03-06,5,night,-1,0.389
2020-03-09,5,night,-1,0.389
2020-03-10,5,night,1,0.724
2020-03-11,5,night,-1,0.389
2020-03-12,5,night,-1,0.389
2020-03-13,5,night,1,0.724
2020-03-16,5,night,-1,0.389
2020-03-17,5,night,1,0.724
2020-03-18,5,night,-1,0.389
2020-03-19,5,night,1,0.724
2020-03-20,5,night,-1,0.389
2020-03-23,5,night,1,0.724
2020-03-24,5,night,1,0.724
2020-03-25,5,night,1,0.724
2020-03-26,5,night,1,0.724
2020-03-27,5,night,1,0.656
2020-03-30,5,night,1,0.724
2020-03-31,5,night,1,0.656
2020-04-01,5,night,1,0.656
2020-04-06,5,night,1,0.724
2020-04-07,5,night,1,0.656
2020-04-08,5,night,1,0.656
2020-04-09,5,night,1,0.656
2020-04-10,5,night,1,0.656
2020-04-13,5,night,1,0.724
2020-04-14,5,night,1,0.724
2020-04-15,5,night,1,0.656
2020-04-16,5,night,1,0.724
2020-04-17,5,night,1,0.656
2020-04-20,5,night,-1,0.389
2020-04-21,5,night,-1,0.389
2020-04-22,5,night,1,0.724
2020-04-23,5,night,-1,0.389
2020-04-24,5,night,1,0.724
2020-04-27,5,night,1,0.724
2020-04-28,5,night,1,0.656
2020-04-29,5,night,1,0.724
2020-04-30,5,night,-1,0.389
2020-05-04,5,night,1,0.724
2020-05-05,5,night,-1,0.389
2020-05-06,5,night,-1,0.389
2020-05-07,5,night,-1,0.389
2020-05-08,5,night,1,0.724
2020-05-14,5,night,1,0.724
2020-05-18,5,night,1,0.724
2020-05-20,5,night,1,0.724
2020-05-22,5,night,1,0.724
2020-05-25,5,night,1,0.724
