date,year,p_down,fwd7,state,composite_smooth
2024-09-30,2024,0.5018582102695559,3.3780226722352813,空頭,-14.6
2024-10-01,2024,0.5108811945888391,4.026950848109401,盤整,-17.4
2024-10-04,2024,0.5533196326298427,3.1757127272874053,盤整,-18.6
2024-10-07,2024,0.4843015420613558,1.547314487881546,盤整,-20.6
2024-10-08,2024,0.5440391659712176,3.873622983814795,盤整,-19.2
2024-10-09,2024,0.46496866427175004,3.898878506982628,盤整,-14.5
2024-10-11,2024,0.47154683805314307,2.7674437289207265,多頭,-11.1
2024-10-14,2024,0.5111772303630528,1.564593961599603,多頭,-4.4
2024-10-15,2024,0.4050020761601633,-0.42727043230219586,多頭,2.4
2024-10-16,2024,0.4592590000724357,1.466560746217671,多頭,7.5
2024-10-17,2024,0.42294310273621355,0.625622455955277,多頭,6.0
2024-10-18,2024,0.46976504744291264,-2.3871654730413527,多頭,15.5
2024-10-21,2024,0.35821842016687144,-3.0672149509844426,多頭,8.3
2024-10-22,2024,0.3747823423897648,-3.209416611466198,多頭,6.7
2024-10-23,2024,0.3318028511711158,-1.5829175016156105,多頭,-0.6
2024-10-24,2024,0.37343999808565254,-0.36964504072865,多頭,-3.7
2024-10-25,2024,0.3533032503927607,-0.561364887176663,多頭,-7.7
2024-10-28,2024,0.3337386651742785,0.9084807486140045,多頭,-12.4
2024-10-29,2024,0.34162018192590704,2.7361242993397594,多頭,-19.5
2024-10-30,2024,0.33083031050132927,3.1077854361201807,多頭,-19.1
2024-11-01,2024,0.37542925244340736,0.8853788046398359,多頭,-16.4
2024-11-04,2024,0.3796094535170765,-0.4579064409531042,多頭,-15.5
2024-11-05,2024,0.5138742115208618,-1.6939176752807317,多頭,-15.3
2024-11-06,2024,0.447765567065532,-2.044201369835874,多頭,-16.2
2024-11-07,2024,0.42493386139312983,-3.6835688428549562,多頭,-11.5
2024-11-08,2024,0.46781862194545976,-2.993518268107731,多頭,-4.8
2024-11-11,2024,0.42471246334188606,-3.575405318568403,多頭,-11.4
2024-11-12,2024,0.4775737836448967,-1.8541217669483245,多頭,-15.8
2024-11-13,2024,0.4621055277194085,0.19286770080615412,多頭,-16.6
2024-11-14,2024,0.46936824704099767,1.0256927244888692,多頭,-20.2
2024-11-15,2024,0.48613902211527715,-0.2814520834533485,多頭,-19.5
2024-11-18,2024,0.46206867877208946,-0.9392128459621785,多頭,-21.2
2024-11-19,2024,0.44829607886111444,-2.40669094219389,多頭,-15.8
2024-11-20,2024,0.44045743224266565,-1.8769977204169952,多頭,-17.2
2024-11-21,2024,0.45988202154803914,0.8036563771576688,多頭,-17.3
2024-11-22,2024,0.4409323259875366,0.5376278361461928,多頭,-8.1
2024-11-25,2024,0.4047877939852498,1.3376113423306357,多頭,-12.7
2024-11-26,2024,0.4380139414130994,2.597937453370469,多頭,-17.9
2024-11-27,2024,0.45549634460913724,3.8437360923188058,盤整,-17.7
2024-11-28,2024,0.4113223996790715,4.369498046988851,盤整,-17.8
2024-11-29,2024,0.4061170346397712,3.874587310499722,盤整,-13.5
2024-12-02,2024,0.48539301138615454,0.73316846205711,多頭,-6.1
2024-12-03,2024,0.4599423537977441,0.08398668372455731,多頭,-3.9
2024-12-04,2024,0.489819991387973,-1.009876015519895,多頭,0.0
2024-12-05,2024,0.5179522612993799,-0.9800609766055679,多頭,0.2
2024-12-06,2024,0.4954148782414478,-0.7556502381941055,多頭,-1.0
2024-12-09,2024,0.5244842312724118,-0.4493570945183878,多頭,-11.0
2024-12-10,2024,0.6073167351494354,-0.8338565747664561,多頭,-8.0
2024-12-11,2024,0.5607286729789667,-1.717544336858401,多頭,-16.6
2024-12-12,2024,0.5733451927619138,0.2505336966520444,盤整,-18.1
2024-12-13,2024,0.5980471874576785,0.4333532576210386,盤整,-19.0
2024-12-16,2024,0.5342068741297614,0.7822516590783701,盤整,-15.5
2024-12-17,2024,0.5059373434071338,0.9945690352901826,盤整,-14.8
2024-12-18,2024,0.3893257751589493,0.46187372861714593,盤整,1.0
2024-12-19,2024,0.4839309753429656,1.1248351121237565,盤整,-4.7
2024-12-20,2024,0.5088393600668436,2.331604491287287,空頭,-10.8
2024-12-23,2024,0.5374926464127407,-1.1793353167818932,盤整,-2.5
2024-12-24,2024,0.5624963020172247,-0.9166859859586318,盤整,-5.2
2024-12-25,2024,0.6061200450527645,1.4107586822295959,多頭,-7.4
2024-12-26,2024,0.5843460473096738,1.7392826754833113,多頭,-7.6
2024-12-27,2024,0.5519153256813888,0.5656118317488579,多頭,-0.8
2024-12-30,2024,0.5110149674549895,-0.4703279833722873,多頭,-8.3
2024-12-31,2024,0.5893174680442856,-0.10088951209240582,多頭,-18.8
2025-01-02,2025,0.5105333193507599,-1.505470816036747,盤整,-27.1
2025-01-03,2025,0.5174222188034985,-0.4835801870937573,盤整,-23.3
2025-01-06,2025,0.42169972217904556,-4.387433003039353,多頭,-1.8
2025-01-07,2025,0.4233509706511599,-2.6475111061689316,多頭,8.4
2025-01-08,2025,0.4503661380841876,-1.1075590424025283,多頭,-2.3
2025-01-09,2025,0.46358205406877173,0.8045100044928422,多頭,-10.8
2025-01-10,2025,0.4694120283376465,1.2521803974124612,盤整,-17.4
2025-01-13,2025,0.47097822587381283,4.611636346496151,盤整,-25.1
2025-01-14,2025,0.47155744840295427,-0.4509701055202542,盤整,-23.0
2025-01-15,2025,0.49330683625810706,1.2409297623716453,盤整,-18.9
2025-01-16,2025,0.4571769589391903,0.5927444397635817,多頭,-9.0
2025-01-17,2025,0.496637386468935,0.7280085432571415,多頭,1.2
2025-01-20,2025,0.42774842779480904,0.9088048989934983,多頭,5.8
2025-01-21,2025,0.4459101011926564,-0.20545055560061698,多頭,9.5
2025-01-22,2025,0.38476343127392443,-0.6008821950393206,多頭,13.5
2025-02-03,2025,0.39599839116599417,2.621932600152199,盤整,-3.4
2025-02-04,2025,0.4555895280713661,2.6561861124613673,盤整,0.7
2025-02-05,2025,0.3491516229246125,-0.03872792788748303,多頭,7.7
2025-02-06,2025,0.3704596207174543,0.8094233293018949,多頭,11.6
2025-02-07,2025,0.3806590519675033,0.8000589481252263,多頭,13.5
2025-02-10,2025,0.40637466262375266,1.5135811155446488,多頭,14.7
2025-02-11,2025,0.34291888245635993,0.4422245077307041,多頭,19.5
2025-02-12,2025,0.36890593925818627,1.8913899891583208,多頭,18.6
2025-02-13,2025,0.3714989533362331,0.7089922352743194,多頭,12.8
2025-02-14,2025,0.4218492093712681,0.574924382175479,多頭,-1.3
2025-02-17,2025,0.4013860740781057,-0.4372625272651032,多頭,12.9
2025-02-18,2025,0.4310395859064927,-2.589905987929575,多頭,15.0
2025-02-19,2025,0.45260143641473166,-3.5918790310827675,多頭,17.5
2025-02-20,2025,0.5362782043344544,-3.791725456903383,多頭,7.2
2025-02-21,2025,0.43461397900903015,-3.617113178327236,多頭,9.5
2025-02-24,2025,0.4175918876535646,-3.6064876719211436,多頭,-4.4
2025-02-25,2025,0.45222936224842664,-3.047575939245173,多頭,-16.4
2025-02-26,2025,0.417769848941038,-4.031184635862317,多頭,-15.2
2025-02-27,2025,0.4572948022646033,-4.260106414819997,盤整,-22.7
2025-03-03,2025,0.4298057415250969,-2.100038450975006,盤整,-28.1
2025-03-04,2025,0.4254978393457801,-2.8110075373237398,盤整,-20.6
2025-03-05,2025,0.4922441346200843,-3.951792374048513,盤整,-16.9
2025-03-06,2025,0.46126326578848936,-2.6272890277665883,盤整,-17.2
2025-03-07,2025,0.504128499589975,-1.3483303338446495,盤整,-16.5
2025-03-10,2025,0.4731022631262262,-2.218783880957198,盤整,-13.3
2025-03-11,2025,0.48729582386199066,1.38719927289499,盤整,-15.2
2025-03-12,2025,0.48829222270867517,-0.3108846432143264,空頭,-11.8
2025-03-13,2025,0.39020199380696846,0.6600587933163649,空頭,-6.8
2025-03-14,2025,0.409456520217175,1.3890172318435257,空頭,-5.0
2025-03-17,2025,0.3676097068060936,0.6404555797533629,空頭,-1.2
2025-03-18,2025,0.3720543001637816,-1.436398797216376,空頭,0.3
2025-03-19,2025,0.3801494206471207,-1.6299019663646663,空頭,3.3
2025-03-20,2025,0.35006514737973343,-7.513699174966004,空頭,6.6
2025-03-21,2025,0.33875538026885915,-4.182654857693469,空頭,-0.4
2025-03-24,2025,0.33129186692810403,-3.6569103219666,空頭,0.9
2025-03-25,2025,0.31515809826822205,-13.652467383432732,空頭,4.6
2025-03-26,2025,0.30253285970286603,-17.072284323339904,空頭,4.2
2025-03-27,2025,0.3743315766301038,-20.77282186029731,空頭,-3.7
2025-03-28,2025,0.386665451012811,-12.04866571093035,空頭,-5.7
2025-03-31,2025,0.3903981381256255,-5.639426166535411,空頭,9.8
2025-04-01,2025,0.39773470754133217,-8.303881031025595,空頭,17.5
2025-04-02,2025,0.3553492685303379,-6.76371077019583,空頭,23.4
2025-04-07,2025,0.31476754933423506,1.2252792820430347,空頭,31.4
2025-04-08,2025,0.331480772541944,4.760467931928303,空頭,26.2
2025-04-09,2025,0.3284803849231459,11.518500715281267,空頭,25.3
2025-04-10,2025,0.2968150480134956,0.5587885913864499,空頭,33.6
2025-04-11,2025,0.3024808297610633,-3.765418917832508,空頭,35.5
2025-04-14,2025,0.30659419314783276,0.6459766238970932,空頭,33.1
2025-04-15,2025,0.29805211908819684,-1.9078774095853013,空頭,35.6
2025-04-16,2025,0.3426629844608365,2.0789500719128773,空頭,29.1
2025-04-17,2025,0.35327619832400564,3.597340673353422,空頭,28.6
2025-04-18,2025,0.37816038380985645,4.31863214442052,空頭,22.9
2025-04-21,2025,0.3636790432169594,5.9081868712773655,空頭,23.4
2025-04-22,2025,0.35810068013195595,10.611208278637797,空頭,22.9
2025-04-23,2025,0.3158862202335439,4.551370375688557,空頭,24.0
2025-04-24,2025,0.3212666469628298,5.3585408964921255,空頭,23.2
2025-04-25,2025,0.3101214207500499,3.3903746490794306,空頭,31.8
2025-04-28,2025,0.2970197535321712,2.5405789339441487,空頭,31.8
2025-04-29,2025,0.2778080585578786,3.3728190551599146,空頭,32.3
2025-04-30,2025,0.2787709330254937,4.42060130377866,空頭,31.1
2025-05-02,2025,0.301375068931083,2.609723855137003,空頭,29.7
2025-05-05,2025,0.31000600689617563,6.087179704465817,空頭,23.8
2025-05-06,2025,0.3415257513773786,5.8845399143090615,空頭,19.8
2025-05-07,2025,0.36045578655352206,6.313487121157912,空頭,21.3
2025-05-08,2025,0.41386540626731055,4.772481672946061,空頭,21.6
2025-05-09,2025,0.3235327809456051,2.9212949150467793,空頭,16.2
2025-05-12,2025,0.3810824150149712,3.191598113352212,空頭,10.3
2025-05-13,2025,0.35041020072665974,1.5978329256160606,空頭,13.6
2025-05-14,2025,0.32680898100407785,-0.5996914088914673,盤整,18.5
2025-05-15,2025,0.329561137164167,-0.8912920928199175,盤整,15.2
2025-05-16,2025,0.32811755954190014,-2.321723115462626,盤整,16.2
2025-05-19,2025,0.33036839341668356,-0.7717492658137592,盤整,12.4
2025-05-20,2025,0.36148818886505213,-0.8302970868292903,盤整,11.7
2025-05-21,2025,0.4262910492248822,-3.674570294960866,盤整,13.2
2025-05-22,2025,0.39719417573194893,-2.510410244862249,盤整,10.0
2025-05-23,2025,0.3959088841813796,-0.15772040213853922,盤整,9.1
2025-05-26,2025,0.39044811082174763,0.6401205020112322,多頭,9.2
2025-05-27,2025,0.41990201093407276,1.519084162661799,多頭,4.6
2025-05-28,2025,0.39361076653911165,2.025356639191833,多頭,2.6
2025-05-29,2025,0.37955691388814045,4.1918181690424605,多頭,-3.5
2025-06-02,2025,0.4256385111595627,6.986669815466673,多頭,-8.3
2025-06-03,2025,0.3851772015384106,5.494835264754516,多頭,1.4
2025-06-04,2025,0.3839173257191165,2.1040711737253304,多頭,12.1
2025-06-05,2025,0.3882176860649686,1.7323177587599714,多頭,13.4
2025-06-06,2025,0.3835482245510869,2.5434589712409528,多頭,10.2
2025-06-09,2025,0.41281235557917056,2.5995064774264165,多頭,6.8
2025-06-10,2025,0.337106103111836,-1.072918343288909,多頭,15.7
2025-06-11,2025,0.33623444028657695,-1.8885541230345915,多頭,17.7
2025-06-12,2025,0.360118004268526,-2.4937387326351312,多頭,4.8
2025-06-13,2025,0.37151455150345436,0.5246693350911213,多頭,-4.1
2025-06-16,2025,0.3898208227779957,1.7265837940308115,多頭,-4.5
2025-06-17,2025,0.3498637988311043,1.263979751111921,多頭,-3.4
2025-06-18,2025,0.4190396620215108,0.9990280331694468,多頭,-4.8
2025-06-19,2025,0.41211443052854885,1.147635603426722,多頭,-10.8
2025-06-20,2025,0.38554590080159695,2.3042093393099927,多頭,-10.5
2025-06-23,2025,0.403407325055036,3.8915848595758806,多頭,-12.8
2025-06-24,2025,0.33319615636087846,2.3625024561985564,多頭,-10.9
2025-06-25,2025,0.2908782549345303,0.5211182397625302,多頭,-5.1
2025-06-26,2025,0.3717850622875335,-0.28285185089679254,多頭,-5.7
2025-06-27,2025,0.381953168097673,-0.9646112856996125,多頭,-6.3
2025-06-30,2025,0.38479308432180137,1.2176031473731586,多頭,-2.0
2025-07-01,2025,0.36660447517908945,0.6186562571495857,多頭,2.8
2025-07-02,2025,0.39242698611289584,0.7675258905452731,多頭,-3.9
2025-07-03,2025,0.39165287324009335,-0.4314715336655617,多頭,0.1
2025-07-04,2025,0.49087457847655547,1.279254906308891,多頭,-7.7
2025-07-07,2025,0.49324898885170976,2.738364026123641,多頭,-8.4
2025-07-08,2025,0.47022432596465674,3.3583799855739116,多頭,-12.7
2025-07-09,2025,0.46554798985912615,3.8004155899961978,多頭,-13.8
2025-07-10,2025,0.46422881467807053,2.852434093838485,多頭,-7.7
2025-07-11,2025,0.5308789650751408,1.0412275839819074,多頭,-4.3
2025-07-14,2025,0.5336221453204255,3.1116556864766887,多頭,-5.0
2025-07-15,2025,0.45902167098732605,2.355015821551465,多頭,5.3
2025-07-16,2025,0.44078365617339504,1.3951368968315503,多頭,12.1
2025-07-17,2025,0.47382763152063784,1.2966571598665322,多頭,12.1
2025-07-18,2025,0.47053009608147905,-0.7766710444666702,多頭,17.5
